Year,Station,Season,anchovy.y,bluecrab.y,bluefish.y,butter.y,calico.y,clearnosesk.y,cunner.y,dog.y,fluke.y,herring.y,hog.y,horse.y,jack.y,king.y,littlesk.y,lizard.y,mantis.y,menhaden.y,naked.y,pipe.y,puffer.y,robin.y,sand.y,scad.y,scup.y,seabass.y,seagoby.y,silverside.y,smallfl.y,spider.y,spot.y,spothake.y,squid.y,strrobin.y,tautog.y,toad.y,tomcod.y,weak.y,window.y,winterfl.y,wintersk.y,Grand.Total
1998,44,fall,119,NA,NA,4,6,NA,NA,NA,4,NA,NA,NA,2,2,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,159
1998,50,fall,42,NA,NA,NA,60,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,3,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,118
1998,51,fall,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,14,NA,NA,7,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,40
1998,56,fall,137,NA,3,41,13,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,219
1998,63,fall,1,NA,NA,NA,49,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,2,NA,NA,NA,7,NA,NA,1,NA,2,NA,NA,6,NA,NA,1,NA,NA,1,2,NA,79
1998,71,fall,1,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,30,NA,NA,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,81
1998,76,fall,25,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,52
1998,16,fall,52,1,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,18,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,85
1998,27,fall,204,NA,4,NA,17,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,38,NA,NA,1,NA,1,NA,NA,NA,6,NA,2,NA,4,NA,5,NA,298
1998,29,fall,254,NA,4,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,2,NA,NA,NA,112,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,24,2,NA,NA,424
1998,36,fall,3,NA,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,77,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,117
1998,49,fall,70,1,1,22,102,NA,NA,NA,1,NA,NA,2,NA,3,NA,NA,4,1,NA,1,2,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,2,NA,378
1998,51,fall,16,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,9,NA,NA,9,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,80
1998,66,fall,31,1,NA,6,7,NA,NA,NA,1,NA,NA,3,2,2,NA,NA,17,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,78
1998,75,fall,9,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,17,NA,NA,NA,13,NA,NA,NA,NA,1,NA,NA,5,6,NA,NA,NA,NA,1,3,NA,196
1998,10,fall,54,1,1,NA,56,NA,NA,1,NA,NA,NA,1,NA,1,NA,2,8,NA,NA,2,NA,NA,NA,NA,483,NA,NA,NA,1,1,NA,NA,4,5,2,2,NA,4,3,1,NA,633
1998,11,fall,1,NA,NA,NA,32,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,139,2,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,188
1998,23,fall,553,NA,NA,14,23,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,18,NA,1,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,10,NA,4,NA,779
1998,28,fall,137,1,NA,NA,88,NA,NA,NA,3,NA,NA,3,NA,1,NA,NA,8,NA,NA,NA,3,NA,NA,NA,78,NA,NA,NA,NA,3,NA,NA,NA,8,NA,NA,NA,2,4,NA,NA,339
1998,41,fall,NA,NA,NA,NA,883,NA,NA,NA,NA,NA,NA,1,NA,9,NA,2,1,NA,NA,NA,8,NA,NA,NA,34,1,NA,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,3,NA,NA,947
1998,42,fall,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6,NA,NA,8,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,50
1998,49,fall,78,NA,3,5,143,NA,NA,1,3,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,343
1998,52,fall,6,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
1998,58,fall,5,NA,NA,NA,236,NA,NA,NA,1,NA,NA,2,NA,2,NA,1,NA,NA,NA,2,6,NA,NA,NA,23,NA,NA,NA,NA,4,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,288
1998,66,fall,226,NA,4,5,14,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,10,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,22,NA,1,NA,293
1998,67,fall,124,NA,5,4,64,NA,NA,NA,1,NA,NA,7,NA,NA,NA,NA,16,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,67,NA,1,NA,302
1998,70,fall,10,4,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,9,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,3,1,NA,NA,NA,2,NA,41
1998,71,fall,2,NA,NA,NA,53,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,47,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,111
1998,72,fall,19,1,NA,NA,230,NA,NA,NA,NA,NA,NA,2,2,8,NA,NA,NA,NA,NA,5,1,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2,NA,349
1998,74,fall,90,2,11,3,8,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,9,NA,NA,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,18,NA,1,NA,156
1998,77,fall,63,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,2,1,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,281
1998,13,fall,6,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,4,NA,NA,NA,52,NA,NA,NA,1,2,NA,NA,2,4,NA,NA,NA,NA,NA,5,NA,145
1998,14,fall,734,NA,5,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,754
1998,15,fall,45,NA,1,1,115,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,5,NA,NA,NA,1154,NA,1,NA,1,1,NA,NA,NA,7,NA,NA,NA,NA,4,4,NA,1356
1998,20,fall,152,1,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,1,NA,NA,NA,NA,56,1,NA,NA,1,NA,NA,NA,1,3,NA,NA,NA,NA,1,4,NA,261
1998,24,fall,196,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,53,NA,1,NA,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA,6,NA,298
1998,26,fall,1140,1,NA,NA,82,NA,NA,NA,1,NA,1,NA,1,4,NA,NA,15,NA,NA,6,NA,NA,NA,NA,92,NA,2,3,NA,2,NA,NA,1,4,NA,2,NA,NA,5,1,NA,1363
1998,35,fall,203,NA,1,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,26,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324
1998,51,fall,NA,NA,NA,NA,34,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,50
1998,58,fall,4,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,5,NA,4,NA,1,NA,NA,NA,2,4,NA,NA,NA,159,NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,575
1998,63,fall,129,1,4,NA,66,NA,NA,NA,2,NA,2,3,NA,1,NA,NA,2,NA,NA,NA,3,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,2,NA,253
1998,64,fall,512,1,4,NA,32,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,11,NA,NA,1,1,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,5,1,NA,591
1998,73,fall,162,1,1,3,19,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,25,NA,NA,1,NA,NA,NA,NA,47,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,11,1,NA,NA,277
1998,10,fall,29,NA,NA,8,57,NA,NA,NA,NA,NA,NA,3,NA,1,NA,4,9,NA,NA,NA,NA,NA,NA,NA,430,NA,1,NA,1,NA,NA,NA,2,5,3,NA,NA,1,5,3,NA,562
1998,11,fall,NA,NA,NA,1,57,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,22,2,NA,NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,94
1998,19,fall,13,NA,NA,NA,112,NA,1,NA,1,NA,NA,4,NA,3,NA,1,2,NA,NA,NA,4,NA,NA,NA,83,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,229
1998,23,fall,72,NA,1,NA,56,NA,NA,NA,5,NA,NA,NA,1,1,NA,NA,5,NA,NA,1,2,NA,NA,NA,239,NA,NA,NA,NA,1,NA,NA,NA,3,1,1,NA,1,NA,2,NA,392
1998,24,fall,78,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,154,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,1,3,NA,260
1998,26,fall,45,10,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,2,NA,NA,NA,9,1,2,NA,NA,3,NA,NA,297
1998,31,fall,94,NA,1,NA,56,NA,NA,NA,3,NA,NA,3,NA,1,NA,4,2,NA,NA,NA,5,NA,NA,NA,129,2,NA,NA,1,NA,NA,NA,4,15,NA,1,NA,NA,9,33,NA,363
1998,46,fall,NA,1,NA,NA,382,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,4,NA,NA,714
1998,52,fall,414,1,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,1,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,527
1998,53,fall,250,1,3,1,3,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,12,NA,NA,1,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,5,1,NA,NA,291
1998,61,fall,NA,NA,NA,NA,44,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,15,NA,1,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,80
1998,68,fall,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,24
1998,12,fall,NA,NA,NA,NA,141,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,158
1998,15,fall,NA,NA,NA,NA,246,1,NA,2,NA,NA,NA,4,NA,1,NA,6,5,NA,NA,NA,4,NA,NA,NA,294,1,1,NA,8,2,NA,NA,NA,7,NA,NA,NA,NA,1,2,NA,585
1998,21,fall,NA,NA,NA,NA,64,NA,NA,NA,1,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,39,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,130
1998,26,fall,7,5,NA,NA,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,2,NA,NA,NA,NA,40,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,3,2,NA,127
1998,32,fall,NA,3,NA,NA,259,NA,NA,1,2,NA,NA,3,NA,2,NA,10,NA,NA,NA,NA,5,NA,NA,NA,87,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,5,NA,381
1998,34,fall,NA,2,NA,NA,39,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,67
1998,46,fall,2,NA,NA,NA,330,NA,NA,NA,1,NA,NA,8,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,257,NA,14,NA,2,2,NA,NA,1,6,1,NA,NA,NA,6,NA,NA,636
1998,56,fall,7,1,NA,NA,46,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,20,NA,NA,1,1,NA,NA,NA,163,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,8,2,NA,NA,255
1998,62,fall,2,NA,1,2,52,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,15,NA,NA,9,NA,NA,NA,NA,95,NA,NA,1,NA,1,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,190
1998,64,fall,6,1,NA,NA,73,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2,NA,175
1998,66,fall,36,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,12,NA,NA,2,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,NA,1,1,3,NA,71
1998,69,fall,NA,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,11,NA,NA,NA,NA,NA,NA,1,70,NA,1,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,102
1998,70,fall,260,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,11,NA,NA,NA,NA,6,NA,NA,8,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,299
1998,72,fall,2,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,49,NA,NA,5,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,132
1998,75,fall,62,NA,22,2,162,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,7,NA,NA,3,1,NA,NA,NA,144,NA,1,NA,NA,1,NA,NA,NA,3,NA,NA,NA,2,5,3,NA,421
1998,17,fall,14,3,1,NA,90,NA,NA,1,1,NA,NA,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,283,1,NA,NA,1,1,NA,NA,NA,10,NA,NA,NA,1,9,5,NA,427
1998,18,fall,1,1,NA,NA,246,NA,NA,2,2,NA,NA,10,NA,1,NA,6,5,NA,NA,NA,NA,NA,NA,NA,309,NA,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,5,5,NA,598
1998,34,fall,1,NA,NA,NA,35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,48
1998,35,fall,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,93
1998,39,fall,4,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,9,2,NA,NA,NA,57,7,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,5,14,NA,108
1998,40,fall,10,1,1,1,2,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,8,NA,NA,3,NA,NA,NA,NA,54,1,1,NA,NA,NA,NA,NA,2,7,NA,NA,NA,5,15,1,NA,117
1998,43,fall,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,11,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,232
1998,45,fall,10,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,7,NA,NA,5,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,176
1998,55,fall,47,2,5,NA,27,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,4,25,NA,NA,171
1998,60,fall,NA,NA,NA,NA,51,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,70
1998,63,fall,2,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,2,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,5,1,NA,197
1998,65,fall,3,1,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,1,2,NA,44
1998,66,fall,1,1,NA,4,4,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,37,NA,3,NA,NA,1,NA,NA,5,NA,NA,NA,NA,1,9,3,NA,73
1998,10,fall,NA,1,NA,NA,164,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,224
1998,14,fall,1,NA,NA,NA,6,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,38,2,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,7,1,64
1998,21,fall,4,5,NA,NA,178,NA,NA,2,5,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,464,9,NA,NA,9,2,NA,NA,1,NA,NA,1,NA,NA,1,1,1,691
1998,24,fall,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,41
1998,42,fall,NA,1,NA,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23
1998,43,fall,NA,NA,NA,1,114,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,1,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,138
1998,48,fall,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,206
1998,51,fall,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,32
1998,53,fall,191,1,NA,2,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,4,2,1,NA,305
1998,64,fall,143,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,6,NA,NA,1,NA,NA,NA,NA,71,2,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,2,2,2,1,263
1998,65,fall,54,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,3,4,NA,116
1998,66,fall,11,NA,NA,NA,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,39,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,69
1998,67,fall,NA,NA,NA,NA,210,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,397,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,626
1998,70,fall,15,4,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,2,NA,1,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,83
1998,76,fall,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
1998,13,fall,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,12,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,148
1998,15,fall,NA,1,NA,NA,97,NA,NA,1,2,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,6,NA,1,NA,3,7,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,129
1998,19,fall,NA,2,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,10,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,154
1998,23,fall,7,NA,NA,NA,22,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,43
1998,27,fall,5,1,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,21,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,193
1998,34,fall,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,23
1998,43,fall,2,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,21
1998,57,fall,1,2,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,70
1998,58,fall,NA,NA,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,387
1998,61,fall,4,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,26
1998,62,fall,94,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,4,NA,NA,1,NA,NA,8,7,3,174
1998,67,fall,12,NA,1,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,NA,NA,53
1998,70,fall,272,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,7,119,NA,2,NA,NA,NA,NA,NA,NA,NA,5,3,2,NA,421
1998,71,fall,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,18
